type,name,namespace,threat_type,description,removed_at,malware,legitimate_package
npm,qui-vue,@quorini,false_positive,"Possible package confusion of lucide-vue - Explanation: The package '@quorini/qui-vue' has no description, making it difficult to determine its purpose. The namespace '@quorini' does not clearly relate to a known organization or user, and the package name 'qui-vue' does not have an obvious connection to 'lucide-vue'. The lack of description and the namespace not being clearly legitimate contribute to the suspicion of typosquatting.",,,lucide-vue
npm,radio,@destyler,false_positive,Possible package confusion of @atlaskit/radio,,,@atlaskit/radio
npm,radio,@svelement-ui,false_positive,"Possible package confusion of [element-ui]

Explanation: The package '@svelement-ui/radio' lacks a description and has a namespace that could be seen as mimicking 'element-ui'. The maintainer 'koory1st' is not widely recognized, and the absence of README data makes it difficult to ascertain its purpose or legitimacy. The namespace '@svelement-ui' could be perceived as an attempt to associate with 'element-ui', raising suspicion of typosquatting.",,,element-ui
npm,raect,,stealthy package confusion,"Possible `1-step D-L dist` package confusion of [react]

Explanation: The name 'raect' is only one edit away from 'react' and employs a simple character transposition, which is a common adversarial tactic. Its description mimics React's purpose, but intentionally introduces a twisted tone and phrasing that implies it is a fork rather than a legitimately distinct project. Additionally, the single maintainer and the overall attempt to mimic React's well-known identity further support the conclusion of typosquatting with deceptive intent. Risk level: High).",,,react
npm,rc,@marthemis,stealthy package confusion,"Possible package confusion of [rc-slider]

Explanation: The package '@marthemis/rc' has a namespace that does not clearly relate to a known organization or user, and the lack of description makes it difficult to determine its purpose. The name 'rc' is very generic and could be misleading in relation to 'rc-slider'. The maintainer 'linct96' is not recognized as a known maintainer in the npm community, increasing the suspicion of typosquatting.",,,rc-slider
npm,rc-network,,malware,"Possible package confusion of [rc-cascader]

Explanation: The package 'rc-network' is labeled as a security holding package, which is often used to prevent typosquatting. The name 'rc-network' is similar enough to 'rc-cascader' to potentially confuse users, especially since both start with 'rc-'. There is no indication of a distinct purpose, intentional play on words, or known maintainers, making it suspicious.",2024-12-19 12:09:49.367,,rc-cascader
npm,rc-upload-sdk,,malware,"Possible package confusion of [gasp-sdk]

Explanation: Although 'rc-upload-sdk' and 'gasp-sdk' share a common '-sdk' suffix, the remainder of the name is markedly different so there is not a close letter-to-letter mimic that would trigger an adversarial name flag. However, based solely on the provided instructions and the metadata, 'rc-upload-sdk' is labeled as an obvious fork of 'gasp-sdk' and its description (claiming to be a security holding package) introduces a suspicious element to its intent. There is no namespace to further legitimize it, and the lack of known maintainers adds to the concern. Therefore, while the name itself isn’t confusing enough to be an adversarial mimic, the combination of fork attribution and suspicious description indicates potential malicious intent. Risk level: High).",2025-03-12 04:48:49.113,,gasp-sdk
npm,react,@assistant-ui,false_positive,"Possible package confusion of [semantic-ui-react]

Explanation: The package '@assistant-ui/react' has no README data, which is abnormal. The namespace '@assistant-ui' does not clearly indicate a known organization or user, and the maintainer 'yonom' is not recognized as a legitimate maintainer in the npm community. The name '@assistant-ui/react' could potentially confuse users looking for 'semantic-ui-react', making it suspicious.",,,semantic-ui-react
npm,react,@bulmil,false_positive,"Possible `scope confusion` package confusion of [react]

Explanation: The package '@bulmil/react' lacks a description and uses a namespace that does not clearly indicate a legitimate organization or purpose. The absence of README data and the use of a common package name 'react' under a namespace could suggest a potential typosquat, especially since the maintainer is not widely recognized in the npm community.",,,react
npm,react,@oakjs,false_positive,"Possible `scope confusion` package confusion of [react]

Explanation: The package name '@oakjs/react' adds a namespace to the well-known name 'react', which can mislead users to confuse it with the legitimate React library. The edit distance of 7 combined with the scope addition is a form of adversarial naming. Additionally, the package appears to be a fork given its namespace and naming, yet it does not offer a distinct purpose from 'react' as the description is vague and does not match the legitimate package's use-case. The maintainers are not well-known and the overall setup appears potentially deceptive in intent. Risk level: High).",,,react
npm,react,@tello-ui,false_positive,"Possible package confusion of [semantic-ui-react]

Explanation: The package '@tello-ui/react' has no README data, which is abnormal. The namespace '@tello-ui' does not clearly indicate a known organization or user, and the name is not similar enough to 'semantic-ui-react' to be an obvious play on words or creative variation. The lack of information and the namespace usage make it potentially suspicious.",,,semantic-ui-react
npm,react-accordion,@mijn-ui,false_positive,Possible package confusion of @radix-ui/react-accordion,,,@radix-ui/react-accordion
npm,react-alert-dialog,@mijn-ui,false_positive,Possible package confusion of @radix-ui/react-alert-dialog,,,@radix-ui/react-alert-dialog
npm,react-bootstrap-buttons,,false_positive,"Possible `simplification` package confusion of [react-bootstrap]

Explanation: The package name 'react-bootstrap-buttons' is similar to 'react-bootstrap' and could potentially deceive users due to its minor modification. It is considered an adversarial name because it adds a suffix that could confuse users. The maintainers are known, which reduces suspicion, but the name suggests it is a fork of 'react-bootstrap' rather than a completely distinct package. The purpose appears similar, and the lack of a clear distinct purpose raises suspicion.",,,react-bootstrap
